Merge,State,Sub/Urb,HH_Size,Tenure,HH_Income,Supp_Weight,Relationship,Weight,Age,Education,Marital,Person_Income,Year,County
15337,22,8,2,2,157000,116891,1,0.0,28,43,1,117000,1994,35620.0
15338,22,8,4,1,40330,139162,1,0.0,74,33,1,10757,1994,35620.0
15339,22,8,1,2,1200,284224,2,2734.64,24,43,4,1200,1994,35620.0
15340,22,8,4,2,28389,128550,1,3549.85,50,33,1,0,1994,35620.0
15341,22,8,1,1,0,132219,2,2717.04,47,39,4,0,1994,35620.0
15342,22,8,1,2,30100,108476,2,2216.89,44,40,7,30100,1994,35620.0
15343,22,8,2,1,49038,212454,1,4012.17,58,39,5,25038,1994,35620.0
15344,22,8,1,2,11957,222810,2,4431.31,78,34,6,11957,1994,35620.0
15345,22,8,1,2,0,226980,2,2313.26,41,43,7,0,1994,35620.0
15347,22,8,3,1,46424,128550,1,3549.85,52,39,1,20100,1994,35620.0
15348,22,8,3,2,102000,336046,1,3483.19,44,43,7,80000,1994,35620.0
15349,22,8,4,1,105116,277374,1,2914.34,56,39,1,2116,1994,35620.0
15350,22,8,5,1,73500,108476,1,3594.06,48,44,6,23500,1994,35620.0
15351,22,8,5,1,115160,127780,1,2821.37,56,36,1,15600,1994,35620.0
15352,22,8,2,1,63024,127780,1,2821.37,56,36,1,16000,1994,35620.0
15355,22,8,2,2,61000,363528,2,3616.32,22,39,7,36000,1994,35620.0
15356,22,8,2,2,167720,368806,2,3010.17,36,44,7,135500,1994,35620.0
15357,22,8,2,1,255400,305313,1,3117.88,31,44,1,202700,1994,35620.0
15358,22,8,2,2,124500,306880,2,3117.88,33,43,7,69442,1994,35620.0
15360,22,8,3,1,104060,135695,1,3894.02,31,39,1,34030,1994,35620.0
15361,22,8,4,2,24000,136224,1,3099.2,29,39,1,18000,1994,35620.0
15362,22,8,3,2,32000,145966,1,3158.71,56,39,1,0,1994,35620.0
15363,22,8,2,2,18040,262879,1,2669.86,24,40,7,11520,1994,35620.0
15365,22,8,2,2,40000,262879,2,3095.36,26,41,7,40000,1994,35620.0
15366,22,8,1,2,0,264945,2,2899.84,27,43,7,0,1994,35620.0
15367,22,8,1,2,115000,293542,2,2768.52,51,44,7,115000,1994,35620.0
15370,22,8,1,2,21066,249684,2,2807.3,37,43,7,21066,1994,35620.0
15372,22,8,6,1,68477,118477,1,2953.9,59,39,1,7815,1994,35620.0
15373,22,8,1,2,58288,256440,2,2754.26,34,44,7,58288,1994,35620.0
15374,22,8,2,2,120000,315552,1,3241.38,80,45,1,120000,1994,35620.0
15375,22,8,2,2,108226,112864,1,2932.38,42,39,1,67800,1994,35620.0
15376,22,8,7,1,155698,259686,1,2932.38,42,43,1,64288,1994,35620.0
15377,22,8,2,2,11446,140741,1,3254.95,28,34,1,5669,1994,35620.0
15378,22,8,6,1,149575,118016,1,3796.74,41,37,1,55008,1994,35620.0
15380,22,8,4,2,54523,232087,1,5051.53,29,39,6,19513,1994,35620.0
15381,22,8,5,1,45004,142005,1,8911.08,29,39,1,25002,1994,35620.0
15382,22,8,1,2,40075,184360,2,3218.84,64,43,7,40075,1994,35620.0
15383,22,8,3,2,47105,345676,1,3218.84,62,43,6,45105,1994,35620.0
15385,22,8,4,2,42000,261545,1,3013.05,29,37,6,8000,1994,35620.0
15386,22,8,2,2,58880,153708,1,3941.59,66,33,6,2100,1994,35620.0
15387,22,8,3,2,60426,108476,1,2216.89,43,39,6,10426,1994,35620.0
15391,22,8,1,1,100100,118017,2,2938.31,63,43,7,100100,1994,35620.0
15393,22,8,3,2,0,154923,2,2869.4,24,40,7,0,1994,35620.0
15394,22,8,4,2,21159,99585,1,2500.01,36,40,7,21159,1994,35620.0
15395,22,8,4,1,71014,136255,1,3267.03,52,43,1,61248,1994,35620.0
15396,22,8,2,1,76216,314381,2,2977.75,28,42,7,50014,1994,35620.0
15399,22,8,3,2,18000,133883,1,3292.44,25,39,7,0,1994,35620.0
15400,22,8,4,1,135000,140370,1,3221.24,53,44,1,85000,1994,35620.0
15402,22,8,4,2,41000,183278,1,4126.05,39,40,1,30000,1994,35620.0
15403,22,8,2,2,28080,303072,1,3074.53,44,40,7,15079,1994,35620.0
15404,22,8,4,1,277105,137559,1,3207.86,54,35,1,10843,1994,35620.0
15406,22,8,2,1,40000,120280,1,2900.37,64,43,5,40000,1994,35620.0
15407,22,8,1,2,126501,256440,2,2754.26,30,43,7,126501,1994,35620.0
15408,22,8,3,1,39002,109479,1,2587.71,18,38,7,0,1994,35620.0
15410,22,8,2,2,20000,120280,1,2900.37,64,43,7,20000,1994,35620.0
15412,22,8,1,2,41577,507363,2,5725.35,20,40,7,41577,1994,35620.0
15413,22,8,2,1,91828,287607,1,2927.62,73,39,1,79736,1994,35620.0
15414,22,8,3,2,30610,271160,1,3006.19,24,40,7,12605,1994,35620.0
15415,22,8,3,1,26404,190280,1,3711.14,69,44,6,18299,1994,35620.0
15416,22,8,6,2,86068,115685,1,3722.28,50,40,1,50034,1994,35620.0
15417,22,8,2,2,94800,109870,1,2655.21,33,43,1,52000,1994,35620.0
15418,22,8,3,2,148360,109870,1,3254.95,27,40,7,103360,1994,35620.0
15425,22,8,1,2,7303,140741,2,3235.56,74,36,5,7303,1994,35620.0
15426,22,8,1,2,10484,261567,2,2670.96,53,39,7,10484,1994,35620.0
15427,22,8,1,2,9821,285740,2,2923.19,80,35,7,9821,1994,35620.0
15428,22,8,1,2,76311,285740,2,2923.19,77,37,4,76311,1994,35620.0
15429,22,8,1,2,26208,143748,2,0.0,57,40,5,26208,1994,35620.0
15431,22,8,1,2,20400,143765,2,0.0,64,39,5,20400,1994,35620.0
15432,22,8,1,2,71444,188088,2,0.0,51,42,7,71444,1994,35620.0
15434,22,8,7,1,118082,137470,1,0.0,56,34,1,19482,1994,35620.0
15435,22,8,6,1,54731,127461,1,0.0,55,39,6,36011,1994,35620.0
15437,22,8,2,2,30000,124458,1,0.0,44,39,7,30000,1994,35620.0
15438,22,8,4,2,55000,116588,1,0.0,35,39,5,24000,1994,35620.0
15439,22,8,2,2,47314,155762,1,0.0,77,39,1,8357,1994,35620.0
15441,22,8,2,2,33480,136222,2,0.0,53,39,6,21480,1994,35620.0
15443,22,8,4,2,44000,122452,1,0.0,38,39,1,44000,1994,35620.0
15445,22,8,1,1,23443,142768,2,0.0,62,39,3,23443,1994,35620.0
15446,22,8,3,2,57859,126967,1,0.0,64,41,5,11802,1994,35620.0
15447,22,8,2,2,45044,138299,1,0.0,52,37,1,18044,1994,35620.0
15448,22,8,1,2,9557,173605,2,0.0,78,34,6,9557,1994,35620.0
15449,22,8,2,2,95320,165364,1,0.0,66,39,5,75866,1994,35620.0
15450,22,8,1,2,20000,143748,2,0.0,55,43,7,20000,1994,35620.0
15451,22,8,5,1,163000,184451,1,0.0,49,42,1,163000,1994,35620.0
15453,22,8,3,1,157000,155919,1,0.0,36,40,1,100000,1994,35620.0
15454,22,8,1,2,22000,127461,2,0.0,57,40,5,22000,1994,35620.0
15455,22,8,2,1,8156,150093,1,0.0,78,34,1,1659,1994,35620.0
15456,22,8,5,2,72000,125704,1,0.0,26,39,7,10000,1994,35620.0
15457,22,8,2,1,13801,222033,1,0.0,71,43,1,9000,1994,35620.0
15459,22,8,4,2,78850,174271,1,0.0,34,40,1,15825,1994,35620.0
15460,22,8,5,2,70288,179512,1,0.0,62,39,6,70288,1994,35620.0
15461,22,8,3,2,33441,223512,1,0.0,48,37,7,28000,1994,35620.0
15462,22,8,1,1,100000,296792,2,0.0,31,40,7,100000,1994,35620.0
15463,22,8,1,1,16812,205512,2,0.0,85,36,4,16812,1994,35620.0
15464,22,8,2,1,29752,205512,1,0.0,76,36,4,13809,1994,35620.0
15465,22,8,3,1,36400,228565,1,0.0,59,37,7,35000,1994,35620.0
15466,22,8,6,1,187196,182042,1,0.0,61,39,1,32196,1994,35620.0
15467,22,8,1,1,52288,151209,2,0.0,58,44,5,52288,1994,35620.0
15468,22,8,2,1,95010,211471,2,0.0,32,40,7,50010,1994,35620.0
15469,22,8,4,1,72000,151209,1,0.0,60,34,1,29000,1994,35620.0
15470,22,8,2,2,49000,127580,2,0.0,25,39,7,4000,1994,35620.0
15471,22,8,1,1,67432,130423,2,0.0,67,44,4,67432,1994,35620.0
15472,22,8,1,1,28878,132246,2,0.0,65,39,4,28878,1994,35620.0
15473,22,8,2,2,67134,210673,1,0.0,32,43,7,67134,1994,35620.0
15474,22,8,3,2,13157,130685,1,0.0,58,32,1,0,1994,35620.0
15475,22,8,4,2,55000,233553,1,0.0,26,40,1,0,1994,35620.0
15476,22,8,4,2,42800,128712,1,0.0,30,32,6,22000,1994,35620.0
15477,22,8,3,2,15744,125973,1,0.0,51,37,3,15744,1994,35620.0
15478,22,8,3,2,20656,129569,1,0.0,46,38,5,1656,1994,35620.0
15479,22,8,1,2,75630,164179,2,0.0,31,45,7,75630,1994,35620.0
15480,22,8,7,2,36398,211603,1,0.0,40,39,1,35699,1994,35620.0
15481,22,8,5,1,165000,153081,1,0.0,57,40,1,20000,1994,35620.0
15482,22,8,2,2,80000,125973,1,0.0,50,39,3,50000,1994,35620.0
15483,22,8,4,1,135102,135057,1,2553.73,34,40,1,65051,1994,35620.0
15484,22,8,2,1,89699,289457,1,3132.1,63,46,4,71699,1994,35620.0
15485,22,8,5,1,51450,151952,1,2979.47,51,43,1,0,1994,35620.0
15486,22,8,2,1,23388,274154,1,2851.75,78,39,1,18096,1994,35620.0
15487,22,8,2,1,39014,287607,1,2859.58,74,39,1,8857,1994,35620.0
15488,22,8,3,1,111650,305814,1,2952.99,49,39,1,58075,1994,35620.0
15489,22,8,4,1,49638,270436,1,2545.0,42,44,1,48669,1994,35620.0
15490,22,8,4,1,145680,167538,1,3548.63,34,43,1,55380,1994,35620.0
15491,22,8,5,1,120495,158148,1,2934.11,45,43,1,55492,1994,35620.0
15492,22,8,4,1,163000,154185,1,2761.04,53,44,1,7500,1994,35620.0
15493,22,8,2,1,160206,285417,1,3441.34,56,39,1,74103,1994,35620.0
15494,22,8,3,1,393599,152114,1,3027.49,60,45,1,391599,1994,35620.0
15495,22,8,3,1,125000,144233,1,2545.0,43,41,1,105000,1994,35620.0
15496,22,8,1,2,10500,240985,2,2545.0,40,43,7,10500,1994,35620.0
15497,22,8,1,1,64868,326086,2,3086.45,64,44,5,64868,1994,35620.0
15499,22,8,1,1,120500,282971,2,3043.86,50,43,7,120500,1994,35620.0
15500,22,8,4,1,175000,136585,1,2542.05,39,43,1,100000,1994,35620.0
15501,22,8,2,1,120000,269972,1,2822.85,49,44,1,32500,1994,35620.0
15502,22,8,2,1,390467,280884,1,2884.88,57,43,1,734,1994,35620.0
15503,22,8,4,1,102400,173896,1,0.0,41,43,1,22200,1994,35620.0
15504,22,8,5,1,210037,106302,1,0.0,43,42,1,80000,1994,35620.0
15505,22,8,8,1,103000,148196,1,0.0,42,43,1,103000,1994,35620.0
15506,22,8,1,1,29500,232019,2,7559.49,32,42,7,29500,1994,35620.0
15507,22,8,2,2,11520,160775,2,4581.69,55,39,7,2520,1994,35620.0
15508,22,8,3,2,67500,131345,2,3407.87,32,31,7,44000,1994,35620.0
15509,22,8,6,1,35000,128550,1,3867.7,50,33,1,23000,1994,35620.0
15510,22,8,2,1,17948,255799,1,2626.12,69,39,1,5148,1994,35620.0
15511,22,8,1,1,486,255799,2,2626.12,68,40,4,486,1994,35620.0
15512,22,8,2,1,59082,274154,1,2869.12,78,39,1,26518,1994,35620.0
15513,22,8,1,1,18961,294236,2,2851.75,79,42,4,18961,1994,35620.0
15514,22,8,2,1,240550,279737,1,3063.86,57,44,1,140339,1994,35620.0
15515,22,8,6,1,96105,127141,1,2825.47,42,44,1,60350,1994,35620.0
15516,22,8,6,2,79380,128208,1,2958.99,39,46,1,78100,1994,35620.0
15517,22,8,2,2,112883,187812,2,3490.38,53,42,5,65000,1994,35620.0
15518,22,8,4,2,0,161359,1,2890.84,34,43,1,0,1994,35620.0
15519,22,8,1,2,96500,195486,2,3118.07,35,46,7,96500,1994,35620.0
15520,22,8,1,2,45000,368806,2,3647.78,27,43,7,45000,1994,35620.0
15521,22,8,1,1,30152,315580,2,3138.62,79,43,4,30152,1994,35620.0
15522,22,8,2,1,21516,279710,1,2986.54,67,39,1,14357,1994,35620.0
15523,22,8,1,1,15371,309541,2,3251.15,85,36,7,15371,1994,35620.0
15524,22,8,5,1,91662,138174,1,3346.54,40,40,1,50962,1994,35620.0
15525,22,8,1,1,126532,326408,2,3441.34,57,44,7,126532,1994,35620.0
15526,22,8,7,1,259648,289489,1,3055.77,45,43,7,78766,1994,35620.0
15528,22,8,1,3,75577,141629,2,3539.45,70,39,7,75577,1994,35620.0
15529,22,8,3,1,128005,296235,1,3441.34,57,46,1,65250,1994,35620.0
15530,22,8,2,2,23008,303782,1,3036.2,69,37,1,0,1994,35620.0
15531,22,8,3,2,102000,238331,1,4143.95,45,42,1,50000,1994,35620.0
15532,22,8,2,2,117234,308862,1,2950.36,65,39,5,64268,1994,35620.0
15533,22,8,2,2,122000,415706,1,6305.95,32,44,1,70000,1994,35620.0
15534,22,8,4,3,58595,139056,1,2807.3,35,40,1,54755,1994,35620.0
15536,22,8,3,2,65200,144619,1,2845.28,20,40,7,20000,1994,35620.0
15537,22,8,3,2,94212,144233,1,2905.17,37,39,1,50404,1994,35620.0
15538,22,8,1,2,60285,260729,2,2760.01,33,43,7,60285,1994,35620.0
15539,22,8,1,2,15000,367069,2,4095.41,45,39,5,15000,1994,35620.0
15540,22,8,1,1,19900,303070,2,2955.09,75,39,4,19900,1994,35620.0
15542,22,8,2,1,85500,156688,2,2621.37,29,42,7,50250,1994,35620.0
15543,22,8,4,1,389599,135105,1,3405.12,43,46,1,389599,1994,35620.0
15544,22,8,4,1,147808,156108,1,2747.29,54,43,1,74034,1994,35620.0
15545,22,8,4,1,236427,160165,1,2648.14,68,46,1,135792,1994,35620.0
15546,22,8,2,1,79166,195889,1,3204.77,60,43,1,33583,1994,35620.0
15547,22,8,1,1,28020,280884,2,2884.88,59,40,5,28020,1994,35620.0
15549,22,8,2,1,46357,280254,1,2799.89,73,39,1,13357,1994,35620.0
15550,22,8,2,1,113465,126620,1,2994.4,46,39,1,45000,1994,35620.0
15553,22,8,4,1,137900,145082,1,2973.77,45,44,1,130400,1994,35620.0
15554,22,8,5,1,117000,140550,1,3728.47,59,36,1,12000,1994,35620.0
15555,22,8,3,1,170431,280884,1,3142.93,56,40,1,73765,1994,35620.0
15556,22,8,1,1,49000,280884,2,2884.88,57,39,5,49000,1994,35620.0
15557,22,8,1,1,93153,259686,2,2599.0,41,43,7,93153,1994,35620.0
15558,22,8,2,1,100253,261567,1,3142.93,58,37,1,60000,1994,35620.0
15559,22,8,4,1,95000,109870,1,3490.35,34,43,1,65000,1994,35620.0
15560,22,8,3,1,105324,143985,1,2822.85,48,40,1,12002,1994,35620.0
15561,22,8,2,1,13157,285740,1,2923.19,85,40,1,13157,1994,35620.0
15563,22,8,4,1,75000,124900,1,3419.95,41,44,1,75000,1994,35620.0
15575,22,8,7,2,58000,117571,1,2855.48,62,33,7,22000,1994,35620.0
15576,22,8,4,2,38602,114327,1,2897.36,38,33,1,23000,1994,35620.0
15577,22,8,8,2,115000,102769,1,3013.05,26,33,1,17000,1994,35620.0
15578,22,8,3,3,71562,123873,1,2412.17,20,39,7,28560,1994,35620.0
15579,22,8,5,1,60999,151952,1,2979.47,54,38,1,21025,1994,35620.0
15580,22,8,4,1,4650,130579,1,3013.7,39,40,1,4650,1994,35620.0
15581,22,8,1,1,16196,315834,2,3089.34,66,39,5,16196,1994,35620.0
15582,22,8,2,1,83106,284909,1,3089.34,67,34,1,37957,1994,35620.0
15583,22,8,2,1,159200,283552,1,3233.54,51,43,1,157100,1994,35620.0
15584,22,8,5,1,157700,151952,1,3233.54,50,43,1,100600,1994,35620.0
15585,22,8,3,1,185000,130579,1,2526.25,37,41,1,80000,1994,35620.0
15586,22,8,4,1,237034,153708,2,3941.59,68,34,4,115304,1994,35620.0
15587,22,8,6,2,46320,124638,1,2992.24,36,39,7,27600,1994,35620.0
15590,22,8,6,1,90743,140370,1,3510.01,53,39,1,30000,1994,35620.0
15591,22,8,4,1,220846,174163,1,2955.52,39,43,1,80423,1994,35620.0
15593,22,8,2,1,195623,304389,1,3213.73,49,44,7,149854,1994,35620.0
15594,22,8,2,1,208000,300813,1,3162.75,50,44,7,143000,1994,35620.0
15595,22,8,4,1,75500,161639,1,3074.53,43,40,1,40000,1994,35620.0
15596,22,8,2,1,80050,296235,1,3221.24,52,40,1,40045,1994,35620.0
15597,22,8,5,1,90741,162017,1,3036.2,68,39,1,26335,1994,35620.0
15598,22,8,2,1,101003,296528,1,3221.24,52,39,1,51000,1994,35620.0
15599,22,8,3,2,130500,139056,1,2754.26,31,43,1,130500,1994,35620.0
15600,22,8,1,2,58357,287607,2,2859.58,70,39,5,58357,1994,35620.0
15601,22,8,2,2,130000,145299,2,3110.87,31,44,7,80000,1994,35620.0
15602,22,8,2,2,23920,162988,1,2979.01,49,39,5,23920,1994,35620.0
15603,22,8,1,1,56500,251784,2,2704.25,30,44,7,56500,1994,35620.0
15604,22,8,1,1,55900,167343,2,3604.61,28,43,7,55900,1994,35620.0
15605,22,8,3,1,240685,195889,1,3204.77,60,44,1,125350,1994,35620.0
15606,22,8,1,1,75220,284201,2,3204.77,55,44,7,75220,1994,35620.0
15607,22,8,2,1,286070,291772,1,2613.3,61,45,1,285701,1994,35620.0
15609,22,8,8,1,172435,122962,1,2782.77,49,39,1,46032,1994,35620.0
15611,22,8,3,2,44023,112864,1,2809.66,41,39,6,44023,1994,35620.0
15612,22,8,3,2,31400,119283,1,3796.74,41,36,7,17000,1994,35620.0
15613,22,8,1,2,17980,284895,2,2994.4,48,42,6,17980,1994,35620.0
15615,22,8,1,1,26557,261567,2,2670.96,52,38,5,26557,1994,35620.0
15616,22,8,2,1,71213,280884,1,2884.88,57,38,1,11213,1994,35620.0
15617,22,8,2,1,28901,280884,1,3451.55,62,39,1,19200,1994,35620.0
15618,22,8,2,1,100378,269972,1,2822.85,48,39,1,43189,1994,35620.0
15619,22,8,2,1,105200,269972,1,3229.79,47,42,1,90200,1994,35620.0
15620,22,8,1,1,60010,259686,2,2599.0,42,41,7,60010,1994,35620.0
15621,22,8,1,1,44788,260877,2,2669.27,66,39,4,44788,1994,35620.0
15622,22,8,1,1,52200,259686,2,2599.0,41,40,7,52200,1994,35620.0
15624,22,8,3,2,25000,165364,1,0.0,69,43,7,25000,1994,35620.0
15626,22,8,3,2,24500,125058,1,0.0,28,34,3,24500,1994,35620.0
15627,22,8,4,1,129120,134090,1,0.0,35,39,1,89060,1994,35620.0
15628,22,8,4,2,3200,116588,1,0.0,36,42,7,3200,1994,35620.0
15629,22,8,3,2,34438,157035,1,0.0,50,40,5,24422,1994,35620.0
15630,22,8,4,1,244483,121423,1,0.0,43,43,1,54088,1994,35620.0
15631,22,8,6,2,35000,142859,1,0.0,37,33,1,35000,1994,35620.0
15632,22,8,5,1,51030,125032,1,0.0,54,40,1,30015,1994,35620.0
15633,22,8,5,1,46566,125032,1,0.0,55,40,1,32800,1994,35620.0
15634,22,8,4,1,104145,146554,1,0.0,27,34,7,68144,1994,35620.0
15635,22,8,3,1,71894,151015,1,0.0,49,43,1,124,1994,35620.0
15636,22,8,4,1,108747,132287,1,0.0,45,40,1,23950,1994,35620.0
15637,22,8,4,2,0,128328,1,0.0,33,39,1,0,1994,35620.0
15638,22,8,2,1,71258,149321,1,0.0,57,39,5,40058,1994,35620.0
15639,22,8,3,2,20900,118202,1,0.0,34,40,7,20900,1994,35620.0
15644,22,8,5,1,35075,173370,1,0.0,32,39,1,0,1994,35620.0
15645,22,8,4,1,118000,168381,1,0.0,45,42,1,13000,1994,35620.0
15646,22,8,3,1,180646,172097,1,0.0,43,39,1,323,1994,35620.0
15647,22,8,5,1,40000,153565,1,0.0,35,39,5,40000,1994,35620.0
15648,22,8,3,1,70050,173682,1,0.0,50,44,6,70050,1994,35620.0
15649,22,8,4,2,186000,161946,1,0.0,36,44,1,1000,1994,35620.0
15650,22,8,5,1,111000,207989,1,0.0,47,44,1,100500,1994,35620.0
15651,22,8,2,1,103777,163016,1,0.0,57,43,4,100577,1994,35620.0
15652,22,8,2,1,246076,174371,1,0.0,60,43,1,149038,1994,35620.0
15653,22,8,2,1,79088,204163,1,0.0,78,44,1,61836,1994,35620.0
15654,22,8,4,1,123006,155273,1,0.0,43,43,1,113003,1994,35620.0
15655,22,8,3,1,105191,128160,1,0.0,36,43,1,105191,1994,35620.0
15656,22,8,2,1,102896,152856,1,0.0,70,45,1,93879,1994,35620.0
15657,22,8,4,1,161308,155273,1,0.0,41,43,1,120856,1994,35620.0
15658,22,8,4,1,220424,139750,1,0.0,35,44,1,120343,1994,35620.0
15659,22,8,4,1,98709,228017,1,0.0,53,39,1,36084,1994,35620.0
15660,22,8,2,1,38600,201004,1,0.0,71,43,1,21600,1994,35620.0
15661,22,8,4,1,125855,169089,1,0.0,50,40,1,95704,1994,35620.0
15662,22,8,2,1,90314,223194,1,0.0,71,44,1,83157,1994,35620.0
15663,22,8,1,2,20002,322329,2,0.0,19,39,7,20002,1994,35620.0
15664,22,8,4,1,72128,155484,1,0.0,30,43,1,48000,1994,35620.0
15665,22,8,3,2,159265,204287,1,0.0,66,43,4,74400,1994,35620.0
15666,22,8,4,1,22000,128830,1,0.0,34,39,1,4000,1994,35620.0
15667,22,8,4,2,42524,116891,1,0.0,29,39,1,20000,1994,35620.0
15668,22,8,4,2,20300,107667,1,0.0,34,33,7,20000,1994,35620.0
15669,22,8,2,1,49713,124082,1,0.0,48,40,6,19713,1994,35620.0
15670,22,8,1,1,7337,136013,2,0.0,57,38,4,7337,1994,35620.0
15671,22,8,4,1,462923,137058,1,0.0,37,45,1,391261,1994,35620.0
15672,22,8,5,1,391657,131858,1,0.0,42,45,1,1252,1994,35620.0
15673,22,8,3,1,118395,159316,1,0.0,85,40,1,11855,1994,35620.0
15674,22,8,4,1,125646,165131,1,0.0,35,43,1,125323,1994,35620.0
15675,22,8,10,2,117500,100709,1,0.0,29,40,7,0,1994,35620.0
15676,22,8,5,2,152000,112035,1,0.0,29,33,1,80000,1994,35620.0
15677,22,8,1,1,19638,201151,2,0.0,58,43,5,19638,1994,35620.0
15678,22,8,6,2,13120,106302,1,0.0,41,34,5,10000,1994,35620.0
15679,22,8,4,1,67054,135404,1,0.0,44,42,1,56000,1994,35620.0
15680,22,8,4,1,434003,163905,1,0.0,46,43,1,390003,1994,35620.0
15681,22,8,2,1,131255,134481,1,0.0,34,43,1,57775,1994,35620.0
15683,22,8,2,1,200000,127210,1,2341.99,37,43,1,100000,1994,35620.0
15684,22,8,5,1,533283,151228,1,2984.17,47,40,1,51580,1994,35620.0
15685,22,8,4,1,174355,284909,1,3233.54,50,40,1,88637,1994,35620.0
15686,22,8,3,2,29500,102769,1,3013.05,28,39,7,15500,1994,35620.0
15687,22,8,4,1,52050,130579,1,2526.25,35,39,1,12025,1994,35620.0
15689,22,8,1,1,78100,314838,2,3230.89,48,43,7,78100,1994,35620.0
15690,22,8,1,2,22880,357978,2,3621.12,22,33,7,22880,1994,35620.0
15691,22,8,3,1,23226,99585,1,2500.01,39,39,7,20026,1994,35620.0
15692,22,8,5,1,146032,129492,1,3013.7,39,43,1,58016,1994,35620.0
15693,22,8,2,1,1600,127271,2,2812.21,60,44,7,850,1994,35620.0
15694,22,8,4,1,82816,161639,1,3074.53,40,39,1,2798,1994,35620.0
15695,22,8,1,2,4976,296235,2,3022.34,50,40,5,4976,1994,35620.0
15696,22,8,5,1,12000,177384,1,3441.85,35,39,6,12000,1994,35620.0
15699,22,8,3,1,47385,158148,1,2934.11,49,43,5,42384,1994,35620.0
15702,22,8,2,1,125050,291772,1,2716.6,64,40,1,115025,1994,35620.0
15704,22,8,3,1,61070,274703,2,2745.64,71,45,7,21070,1994,35620.0
15705,22,8,2,1,270436,291772,1,2613.3,61,44,1,152010,1994,35620.0
15706,22,8,1,1,19225,274703,2,2745.64,70,43,7,19225,1994,35620.0
15707,22,8,2,1,133050,308862,2,2950.36,69,43,5,65025,1994,35620.0
15709,22,8,3,2,16000,115685,1,2643.81,43,39,1,0,1994,35620.0
15710,22,8,5,2,40005,355598,1,3126.15,26,39,1,20005,1994,35620.0
15711,22,8,3,2,67607,250516,1,2597.61,19,38,7,20825,1994,35620.0
15713,22,8,4,1,165200,109870,1,2909.15,35,40,1,120100,1994,35620.0
15714,22,8,4,1,362680,143985,1,3229.79,47,44,1,275100,1994,35620.0
15716,22,8,4,1,396059,149680,1,2909.15,39,43,1,396059,1994,35620.0
15717,22,8,4,1,150040,145082,1,2403.91,35,44,1,150040,1994,35620.0
15718,22,8,1,1,120577,115110,2,3755.61,52,42,5,120577,1994,35620.0
15719,22,8,2,1,417831,280884,1,3451.55,62,44,1,8426,1994,35620.0
15720,22,8,1,1,30200,285740,2,2923.19,75,39,4,30200,1994,35620.0
15721,22,8,2,1,37475,285740,1,3117.98,76,40,1,18485,1994,35620.0
15723,22,8,5,1,203251,136585,1,2542.05,39,43,1,50000,1994,35620.0
15725,22,8,4,1,105230,143985,1,2822.85,47,43,1,2615,1994,35620.0
15726,22,8,2,1,78100,294573,1,2785.9,68,39,1,36000,1994,35620.0
15728,22,8,2,2,28094,288787,2,3229.79,49,40,7,10905,1994,35620.0
15729,22,8,2,2,10893,269972,1,2822.85,46,39,7,8393,1994,35620.0
15730,22,8,4,1,331960,244835,1,2526.25,39,44,1,148230,1994,35620.0
15731,22,8,5,1,390399,129492,1,2407.8,43,43,1,400,1994,35620.0
15733,22,8,4,1,258013,130579,1,3230.89,45,45,1,200016,1994,35620.0
15734,22,8,1,1,8400,283552,2,2984.17,49,46,4,8400,1994,35620.0
15735,22,8,1,1,10839,274154,2,2869.12,85,37,4,10839,1994,35620.0
15737,22,8,1,1,23057,274154,2,2869.12,80,39,4,23057,1994,35620.0
15738,22,8,4,1,411067,151952,1,2979.47,50,43,1,1737,1994,35620.0
15739,22,8,4,1,122200,186330,1,3261.3,45,46,1,1100,1994,35620.0
15740,22,8,2,1,97993,281730,1,2851.75,76,41,1,85704,1994,35620.0
15741,22,8,5,1,178001,151228,1,3230.89,49,43,1,136001,1994,35620.0
15742,22,8,2,2,21557,286834,1,2877.72,41,39,7,18000,1994,35620.0
15746,22,8,1,1,38000,332595,2,3441.85,35,43,7,38000,1994,35620.0
15747,22,8,4,1,391683,152223,1,2919.88,56,44,1,1042,1994,35620.0
15748,22,8,1,3,54000,288831,2,3003.89,44,39,6,54000,1994,35620.0
15750,22,8,2,1,110410,296528,1,2934.11,47,43,7,60766,1994,35620.0
15751,22,8,2,2,38920,153444,2,3697.19,24,33,7,23920,1994,35620.0
15752,22,8,5,1,24243,152223,1,2919.88,56,44,1,0,1994,35620.0
15753,22,8,3,1,169036,161639,1,3074.53,40,43,1,63018,1994,35620.0
15755,22,8,3,1,235034,152114,1,3221.24,54,39,1,110017,1994,35620.0
15756,22,8,3,1,41200,127780,1,2821.37,57,40,1,35100,1994,35620.0
15757,22,8,2,1,60025,285417,1,3027.49,60,39,1,38025,1994,35620.0
15758,22,8,2,1,150250,285214,1,2812.21,61,43,1,0,1994,35620.0
15759,22,8,2,1,67393,315580,1,3138.62,78,39,4,17393,1994,35620.0
15760,22,8,1,1,90829,191703,2,3330.55,61,43,5,90829,1994,35620.0
15761,22,8,1,2,30025,256440,2,2754.26,34,40,7,30025,1994,35620.0
15762,22,8,1,1,58500,264945,2,2899.84,28,43,7,58500,1994,35620.0
15763,22,8,1,1,48025,293795,2,2848.97,49,39,5,48025,1994,35620.0
15765,22,8,1,1,90416,288794,2,2815.02,57,43,5,90416,1994,35620.0
