cbsa_code,cbsa_name,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,65-74,62343.0,12697.0,75040.0,0.15603945901884783,0.8307969083155651,0.16920309168443498
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,75-84,31295.0,7850.0,39145.0,0.08139878229334753,0.7994635330182654,0.20053646698173458
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,85+,11359.0,4868.0,16227.0,0.033742701245986724,0.7000061625685585,0.2999938374314414
45940,"Trenton-Princeton, NJ",2018,15-24,469.0,2944.0,3413.0,0.025665513611069335,0.13741576325813068,0.8625842367418693
45940,"Trenton-Princeton, NJ",2018,25-34,4024.0,11550.0,15574.0,0.11711535569258535,0.2583793501990497,0.7416206498009503
45940,"Trenton-Princeton, NJ",2018,35-44,12269.0,10645.0,22914.0,0.17231162580839224,0.5354368508335515,0.4645631491664485
45940,"Trenton-Princeton, NJ",2018,45-54,18942.0,9178.0,28120.0,0.21146036998044818,0.6736130867709815,0.32638691322901847
45940,"Trenton-Princeton, NJ",2018,55-59,10373.0,4018.0,14391.0,0.10821928109490149,0.7207977207977208,0.2792022792022792
45940,"Trenton-Princeton, NJ",2018,60-64,10143.0,3359.0,13502.0,0.10153406527297337,0.7512220411790845,0.2487779588209154
45940,"Trenton-Princeton, NJ",2018,65-74,15214.0,4462.0,19676.0,0.14796209956384418,0.7732262655011181,0.22677373449888188
45940,"Trenton-Princeton, NJ",2018,75-84,8486.0,2744.0,11230.0,0.0844487892916228,0.7556544968833482,0.24434550311665182
45940,"Trenton-Princeton, NJ",2018,85+,3299.0,861.0,4160.0,0.031282899684163035,0.7930288461538462,0.20697115384615383
47220,"Vineland-Bridgeton, NJ",2018,15-24,240.0,1249.0,1489.0,0.029759763360914578,0.16118200134318333,0.8388179986568166
47220,"Vineland-Bridgeton, NJ",2018,25-34,2926.0,3883.0,6809.0,0.13608746052684176,0.4297253634894992,0.5702746365105008
47220,"Vineland-Bridgeton, NJ",2018,35-44,5055.0,4011.0,9066.0,0.18119678618539392,0.5575777630708141,0.442422236929186
47220,"Vineland-Bridgeton, NJ",2018,45-54,5401.0,2319.0,7720.0,0.1542950793460447,0.6996113989637306,0.3003886010362694
47220,"Vineland-Bridgeton, NJ",2018,55-59,4621.0,1295.0,5916.0,0.11823959707398969,0.7811020960108181,0.21889790398918188
47220,"Vineland-Bridgeton, NJ",2018,60-64,3581.0,895.0,4476.0,0.08945916776591918,0.8000446827524575,0.19995531724754245
47220,"Vineland-Bridgeton, NJ",2018,65-74,6813.0,1753.0,8566.0,0.1712035815645361,0.795353724025216,0.20464627597478402
47220,"Vineland-Bridgeton, NJ",2018,75-84,3976.0,733.0,4709.0,0.09411600111923892,0.8443406243363771,0.15565937566362284
47220,"Vineland-Bridgeton, NJ",2018,85+,1157.0,126.0,1283.0,0.02564256305712116,0.9017926734216679,0.09820732657833203
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,15-24,0.0,266.0,266.0,0.006274028822794066,0.0,1.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,25-34,1726.0,2387.0,4113.0,0.0970115810080902,0.4196450279601264,0.5803549720398735
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,35-44,3549.0,2021.0,5570.0,0.13137722008632685,0.6371633752244165,0.3628366247755835
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,45-54,6760.0,2552.0,9312.0,0.21963818194683585,0.7259450171821306,0.27405498281786944
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,55-59,3885.0,865.0,4750.0,0.11203622897846546,0.8178947368421052,0.18210526315789474
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,60-64,3360.0,1479.0,4839.0,0.11413543411090407,0.69435833849969,0.30564166150030997
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,65-74,5795.0,1818.0,7613.0,0.1795645918343279,0.7611979508735058,0.23880204912649416
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,75-84,3115.0,1014.0,4129.0,0.09738896620043871,0.7544199564059094,0.24558004359409058
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,85+,1457.0,348.0,1805.0,0.04257376701181687,0.807202216066482,0.192797783933518
12100,"Atlantic City-Hammonton, NJ",2019,15-24,541.0,2206.0,2747.0,0.026937974993871048,0.1969421186749181,0.8030578813250819
12100,"Atlantic City-Hammonton, NJ",2019,25-34,4563.0,6094.0,10657.0,0.1045060063741113,0.42816927840855773,0.5718307215914422
12100,"Atlantic City-Hammonton, NJ",2019,35-44,8985.0,6716.0,15701.0,0.15396911007599903,0.5722565441691612,0.4277434558308388
12100,"Atlantic City-Hammonton, NJ",2019,45-54,12320.0,5877.0,18197.0,0.1784456974748713,0.677034676045502,0.322965323954498
12100,"Atlantic City-Hammonton, NJ",2019,55-59,7637.0,3802.0,11439.0,0.11217455258641824,0.6676282891861177,0.33237171081388234
12100,"Atlantic City-Hammonton, NJ",2019,60-64,9366.0,3352.0,12718.0,0.12471684236332435,0.7364365466268281,0.2635634533731719
12100,"Atlantic City-Hammonton, NJ",2019,65-74,14591.0,3494.0,18085.0,0.17734738906594755,0.8068012164777439,0.193198783522256
12100,"Atlantic City-Hammonton, NJ",2019,75-84,7150.0,2037.0,9187.0,0.09009070850698701,0.7782736475454447,0.22172635245455535
12100,"Atlantic City-Hammonton, NJ",2019,85+,2506.0,738.0,3244.0,0.03181171855847021,0.7725030826140568,0.22749691738594327
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,15-24,5227.0,31628.0,36855.0,0.015168046147406822,0.14182607515940848,0.8581739248405915
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,25-34,102752.0,215739.0,318491.0,0.13107817624565857,0.3226213613571498,0.6773786386428502
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,35-44,224605.0,210853.0,435458.0,0.17921712221564184,0.5157902713924191,0.484209728607581
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,45-54,318792.0,164820.0,483612.0,0.19903538552271627,0.6591895982729957,0.3408104017270043
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,55-59,180208.0,74378.0,254586.0,0.10477743037535513,0.7078472500451714,0.29215274995482865
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,60-64,180577.0,68042.0,248619.0,0.10232165147529879,0.7263201927447218,0.27367980725527813
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,65-74,264903.0,94424.0,359327.0,0.14788464300662735,0.7372198582349782,0.26278014176502185
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,75-84,147360.0,54003.0,201363.0,0.0828729691054207,0.7318126964735329,0.26818730352646714
35620,"New York-Newark-Jersey City, NY-NJ-PA",2019,85+,61401.0,30067.0,91468.0,0.03764457590587457,0.6712839462981589,0.3287160537018411
36140,"Ocean City, NJ",2019,15-24,619.0,629.0,1248.0,0.03048437919831945,0.49599358974358976,0.5040064102564102
36140,"Ocean City, NJ",2019,25-34,2108.0,1906.0,4014.0,0.09804831578690247,0.5251619332336821,0.4748380667663179
36140,"Ocean City, NJ",2019,35-44,3617.0,1477.0,5094.0,0.12442902855467891,0.710051040439733,0.289948959560267
36140,"Ocean City, NJ",2019,45-54,3893.0,1567.0,5460.0,0.1333691589926476,0.713003663003663,0.286996336996337
36140,"Ocean City, NJ",2019,55-59,3532.0,897.0,4429.0,0.10818534893377953,0.79747121246331,0.20252878753668999
36140,"Ocean City, NJ",2019,60-64,3737.0,1439.0,5176.0,0.12643200859815823,0.7219860896445132,0.27801391035548684
36140,"Ocean City, NJ",2019,65-74,6955.0,1310.0,8265.0,0.2018857324311781,0.8415003024803388,0.15849969751966123
36140,"Ocean City, NJ",2019,75-84,4604.0,587.0,5191.0,0.1267984073865996,0.8869196686572914,0.11308033134270853
36140,"Ocean City, NJ",2019,85+,1468.0,594.0,2062.0,0.05036762011773614,0.7119301648884578,0.2880698351115422
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,15-24,2120.0,5991.0,8111.0,0.016588167202835388,0.2613734434718284,0.7386265565281717
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,25-34,30467.0,31187.0,61654.0,0.12609134024455837,0.49416096279235733,0.5058390372076427
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,35-44,57868.0,26428.0,84296.0,0.17239750246951202,0.6864857169972478,0.3135142830027522
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,45-54,70834.0,24199.0,95033.0,0.1943562191822285,0.7453621373628108,0.2546378626371892
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,55-59,41185.0,11412.0,52597.0,0.1075684663256729,0.7830294503488792,0.21697054965112078
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,60-64,42731.0,10362.0,53093.0,0.10858285800766111,0.8048330288361931,0.1951669711638069
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65-74,60988.0,14583.0,75571.0,0.1545536165313122,0.8070291513940533,0.19297084860594674
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,75-84,34188.0,7586.0,41774.0,0.08543386718422458,0.8184037918322401,0.18159620816775984
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,85+,12098.0,4736.0,16834.0,0.03442796285199494,0.7186646073422834,0.2813353926577165
45940,"Trenton-Princeton, NJ",2019,15-24,184.0,3418.0,3602.0,0.027527493102842165,0.05108273181565797,0.9489172681843421
45940,"Trenton-Princeton, NJ",2019,25-34,4705.0,11497.0,16202.0,0.1238202230017348,0.29039624737686703,0.7096037526231329
45940,"Trenton-Princeton, NJ",2019,35-44,12891.0,8725.0,21616.0,0.1651955277376558,0.5963638045891931,0.4036361954108068
45940,"Trenton-Princeton, NJ",2019,45-54,17273.0,9313.0,26586.0,0.20317766008666346,0.6497028511246521,0.3502971488753479
45940,"Trenton-Princeton, NJ",2019,55-59,10469.0,3206.0,13675.0,0.10450818106090133,0.7655575868372944,0.23444241316270567
45940,"Trenton-Princeton, NJ",2019,60-64,10746.0,3241.0,13987.0,0.10689257246792153,0.7682848359190677,0.2317151640809323
45940,"Trenton-Princeton, NJ",2019,65-74,14295.0,4798.0,19093.0,0.14591405491742515,0.7487037134028178,0.25129628659718223
45940,"Trenton-Princeton, NJ",2019,75-84,7777.0,3101.0,10878.0,0.08313272347937731,0.7149292149292149,0.2850707850707851
45940,"Trenton-Princeton, NJ",2019,85+,3511.0,1701.0,5212.0,0.03983156414547844,0.6736377590176515,0.32636224098234845
47220,"Vineland-Bridgeton, NJ",2019,15-24,624.0,279.0,903.0,0.01758177570093458,0.6910299003322259,0.3089700996677741
47220,"Vineland-Bridgeton, NJ",2019,25-34,2325.0,5898.0,8223.0,0.16010514018691588,0.2827435242612185,0.7172564757387815
47220,"Vineland-Bridgeton, NJ",2019,35-44,5577.0,3004.0,8581.0,0.16707554517133957,0.6499242512527678,0.35007574874723224
47220,"Vineland-Bridgeton, NJ",2019,45-54,6591.0,2965.0,9556.0,0.18605919003115265,0.6897237337798242,0.3102762662201758
47220,"Vineland-Bridgeton, NJ",2019,55-59,4173.0,1074.0,5247.0,0.10216121495327103,0.7953116066323613,0.20468839336763864
47220,"Vineland-Bridgeton, NJ",2019,60-64,4661.0,654.0,5315.0,0.10348520249221184,0.8769520225776105,0.12304797742238946
47220,"Vineland-Bridgeton, NJ",2019,65-74,5720.0,2157.0,7877.0,0.1533683800623053,0.7261647835470356,0.2738352164529643
47220,"Vineland-Bridgeton, NJ",2019,75-84,2588.0,1031.0,3619.0,0.07046339563862929,0.7151146725614811,0.2848853274385189
47220,"Vineland-Bridgeton, NJ",2019,85+,1545.0,494.0,2039.0,0.039700155763239875,0.7577243746934772,0.2422756253065228
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,15-24,198.0,614.0,812.0,0.018298591549295775,0.2438423645320197,0.7561576354679803
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,25-34,2450.0,2328.0,4778.0,0.10767323943661972,0.5127668480535789,0.4872331519464211
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,35-44,3922.0,1990.0,5912.0,0.13322816901408452,0.6633964817320703,0.3366035182679296
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,45-54,7211.0,2033.0,9244.0,0.20831549295774648,0.7800735612289053,0.21992643877109477
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,55-59,3762.0,1379.0,5141.0,0.11585352112676056,0.7317642482007392,0.26823575179926085
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,60-64,4062.0,1321.0,5383.0,0.12130704225352112,0.7545978079138027,0.2454021920861973
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,65-74,5484.0,1764.0,7248.0,0.16333521126760564,0.7566225165562914,0.2433774834437086
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,75-84,3602.0,696.0,4298.0,0.09685633802816901,0.8380642159143787,0.16193578408562123
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,85+,1143.0,416.0,1559.0,0.03513239436619718,0.7331622835150737,0.2668377164849262
12100,"Atlantic City-Hammonton, NJ",2020,15-24,765.0,1906.0,2671.0,0.024930696211392888,0.2864095844253089,0.7135904155746912
12100,"Atlantic City-Hammonton, NJ",2020,25-34,5508.0,5952.0,11460.0,0.10696584746632816,0.4806282722513089,0.5193717277486911
12100,"Atlantic City-Hammonton, NJ",2020,35-44,9710.0,7073.0,16783.0,0.1566498968610284,0.5785616397545135,0.42143836024548653
12100,"Atlantic City-Hammonton, NJ",2020,45-54,12518.0,5790.0,18308.0,0.17088400832578848,0.6837448110115797,0.31625518898842037
12100,"Atlantic City-Hammonton, NJ",2020,55-59,7912.0,3802.0,11714.0,0.10933664373652427,0.6754311080758068,0.32456889192419325
12100,"Atlantic City-Hammonton, NJ",2020,60-64,9940.0,3254.0,13194.0,0.12315073224002912,0.7533727451872063,0.24662725481279368
12100,"Atlantic City-Hammonton, NJ",2020,65-74,15172.0,4616.0,19788.0,0.18469809682929333,0.7667273094804933,0.23327269051950678
12100,"Atlantic City-Hammonton, NJ",2020,75-84,7240.0,2522.0,9762.0,0.09111698106163137,0.7416513009629174,0.2583486990370826
12100,"Atlantic City-Hammonton, NJ",2020,85+,2663.0,794.0,3457.0,0.032267097267983984,0.7703210876482499,0.22967891235175006
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,15-24,6068.0,32066.0,38134.0,0.015229616400093134,0.15912309225363194,0.840876907746368
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,25-34,112445.0,218769.0,331214.0,0.13227728972414243,0.33949349967090764,0.6605065003290924
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,35-44,242063.0,212631.0,454694.0,0.18159162950186047,0.5323646232411248,0.4676353767588752
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,45-54,321933.0,167913.0,489846.0,0.19563032136990668,0.6572126750039808,0.34278732499601916
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,55-59,185363.0,76497.0,261860.0,0.10457930850496638,0.7078706178874208,0.2921293821125792
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,60-64,185467.0,71768.0,257235.0,0.10273221730418937,0.7210021964351663,0.2789978035648337
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,65-74,281391.0,99421.0,380812.0,0.15208529607573992,0.738923668371795,0.261076331628205
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,75-84,149840.0,52123.0,201963.0,0.08065817949892509,0.7419180741026822,0.2580819258973178
35620,"New York-Newark-Jersey City, NY-NJ-PA",2020,85+,60028.0,28151.0,88179.0,0.03521614162017655,0.6807516528878758,0.3192483471121242
36140,"Ocean City, NJ",2020,15-24,1047.0,1080.0,2127.0,0.047372992716987014,0.4922425952045134,0.5077574047954866
36140,"Ocean City, NJ",2020,25-34,2828.0,1770.0,4598.0,0.10240762600503352,0.6150500217485864,0.38494997825141364
36140,"Ocean City, NJ",2020,35-44,4210.0,1618.0,5828.0,0.12980244548876366,0.7223747426218257,0.27762525737817434
36140,"Ocean City, NJ",2020,45-54,4932.0,1350.0,6282.0,0.1399140292656852,0.7851002865329513,0.2148997134670487
36140,"Ocean City, NJ",2020,55-59,3316.0,838.0,4154.0,0.0925187643377358,0.79826673086182,0.20173326913818007
36140,"Ocean City, NJ",2020,60-64,4458.0,1386.0,5844.0,0.1301588008641618,0.7628336755646817,0.23716632443531827
36140,"Ocean City, NJ",2020,65-74,7488.0,1218.0,8706.0,0.19390186863849973,0.8600964851826327,0.13990351481736732
36140,"Ocean City, NJ",2020,75-84,4592.0,786.0,5378.0,0.11977995055569167,0.8538490145035329,0.1461509854964671
36140,"Ocean City, NJ",2020,85+,1478.0,504.0,1982.0,0.04414352212744159,0.7457114026236125,0.2542885973763875
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,15-24,2155.0,6704.0,8859.0,0.0176568367176102,0.24325544643864996,0.7567445535613501
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,25-34,33139.0,32705.0,65844.0,0.1312334074765014,0.5032956685499058,0.4967043314500942
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,35-44,60890.0,27020.0,87910.0,0.17521306195339345,0.6926402002047548,0.30735979979524514
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,45-54,72281.0,21458.0,93739.0,0.18683081804628765,0.771087807636096,0.22891219236390403
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,55-59,41663.0,11435.0,53098.0,0.10582940693437931,0.7846434893969642,0.2153565106030359
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,60-64,42948.0,10275.0,53223.0,0.10607854392384779,0.8069443661574883,0.1930556338425117
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,65-74,64855.0,15906.0,80761.0,0.16096441925171207,0.8030485011329725,0.1969514988670274
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,75-84,34004.0,7357.0,41361.0,0.0824364401712468,0.8221271245859626,0.17787287541403737
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,85+,12380.0,4557.0,16937.0,0.03375706552502133,0.7309440869103146,0.2690559130896853
45940,"Trenton-Princeton, NJ",2020,15-24,420.0,2763.0,3183.0,0.02316408438916826,0.13195098963242224,0.8680490103675778
45940,"Trenton-Princeton, NJ",2020,25-34,5501.0,10964.0,16465.0,0.11982301271368377,0.33410264196781053,0.6658973580321895
45940,"Trenton-Princeton, NJ",2020,35-44,13316.0,10492.0,23808.0,0.17326123818326045,0.5593077956989247,0.44069220430107525
45940,"Trenton-Princeton, NJ",2020,45-54,18346.0,9452.0,27798.0,0.20229821484451754,0.6599755378084754,0.34002446219152455
45940,"Trenton-Princeton, NJ",2020,55-59,10060.0,4185.0,14245.0,0.10366710088711967,0.7062127062127063,0.2937872937872938
45940,"Trenton-Princeton, NJ",2020,60-64,11864.0,3525.0,15389.0,0.11199248968423198,0.7709402820196244,0.22905971798037558
45940,"Trenton-Princeton, NJ",2020,65-74,15430.0,5281.0,20711.0,0.15072301344142755,0.7450147264738545,0.25498527352614553
45940,"Trenton-Princeton, NJ",2020,75-84,8184.0,2892.0,11076.0,0.08060490062658739,0.7388949079089924,0.2611050920910076
45940,"Trenton-Princeton, NJ",2020,85+,3216.0,1520.0,4736.0,0.034465945230003424,0.6790540540540541,0.32094594594594594
47220,"Vineland-Bridgeton, NJ",2020,15-24,422.0,773.0,1195.0,0.02270870151834749,0.35313807531380753,0.6468619246861924
47220,"Vineland-Bridgeton, NJ",2020,25-34,3452.0,4565.0,8017.0,0.15234783269672958,0.4305850068604216,0.5694149931395784
47220,"Vineland-Bridgeton, NJ",2020,35-44,5380.0,3112.0,8492.0,0.1613743040115539,0.6335374470089497,0.3664625529910504
47220,"Vineland-Bridgeton, NJ",2020,45-54,6482.0,3300.0,9782.0,0.18588829979286622,0.6626456757309344,0.33735432426906564
47220,"Vineland-Bridgeton, NJ",2020,55-59,4074.0,1298.0,5372.0,0.10208463979628679,0.7583767684288906,0.24162323157110946
47220,"Vineland-Bridgeton, NJ",2020,60-64,4058.0,1044.0,5102.0,0.0969538034699656,0.7953743629949039,0.20462563700509603
47220,"Vineland-Bridgeton, NJ",2020,65-74,6246.0,2556.0,8802.0,0.1672652642380708,0.7096114519427403,0.2903885480572597
47220,"Vineland-Bridgeton, NJ",2020,75-84,2964.0,1016.0,3980.0,0.07563232806947533,0.7447236180904523,0.2552763819095477
47220,"Vineland-Bridgeton, NJ",2020,85+,1458.0,423.0,1881.0,0.035744826406704296,0.7751196172248804,0.22488038277511962
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,15-24,396.0,963.0,1359.0,0.029318490712575238,0.2913907284768212,0.7086092715231788
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,25-34,3175.0,2269.0,5444.0,0.11744655146376717,0.5832108743570904,0.41678912564290965
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,35-44,4295.0,1959.0,6254.0,0.13492114857722262,0.6867604732970899,0.31323952670291016
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,45-54,7662.0,1514.0,9176.0,0.19795913964576187,0.8350043591979076,0.16499564080209242
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,55-59,3638.0,1893.0,5531.0,0.1193234526352124,0.6577472428132345,0.3422527571867655
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,60-64,4763.0,1163.0,5926.0,0.12784501542510732,0.8037462031724604,0.19625379682753966
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,65-74,5173.0,1711.0,6884.0,0.14851250188768797,0.7514526438117374,0.24854735618826262
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,75-84,4088.0,377.0,4465.0,0.09632601989083771,0.915565509518477,0.08443449048152296
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,85+,829.0,485.0,1314.0,0.028347679761827713,0.6308980213089802,0.3691019786910198
12100,"Atlantic City-Hammonton, NJ",2021,15-24,989.0,1606.0,2595.0,0.02310795287580477,0.3811175337186898,0.6188824662813102
12100,"Atlantic City-Hammonton, NJ",2021,25-34,6454.0,5809.0,12263.0,0.10919954763622115,0.5262986218706679,0.47370137812933216
12100,"Atlantic City-Hammonton, NJ",2021,35-44,10435.0,7430.0,17865.0,0.15908423049181203,0.5841029946823397,0.4158970053176602
12100,"Atlantic City-Hammonton, NJ",2021,45-54,12716.0,5704.0,18420.0,0.16402639382363154,0.6903365906623236,0.30966340933767644
12100,"Atlantic City-Hammonton, NJ",2021,55-59,8187.0,3803.0,11990.0,0.10676853756489373,0.6828190158465388,0.31718098415346124
12100,"Atlantic City-Hammonton, NJ",2021,60-64,10513.0,3155.0,13668.0,0.1217107899447012,0.7691688615744805,0.23083113842551947
12100,"Atlantic City-Hammonton, NJ",2021,65-74,15754.0,5738.0,21492.0,0.1913819357251623,0.7330169365345245,0.2669830634654755
12100,"Atlantic City-Hammonton, NJ",2021,75-84,7330.0,3006.0,10336.0,0.09204000035619195,0.709171826625387,0.29082817337461303
12100,"Atlantic City-Hammonton, NJ",2021,85+,2820.0,850.0,3670.0,0.032680611581581316,0.7683923705722071,0.23160762942779292
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,15-24,6905.0,32500.0,39405.0,0.015284582993288049,0.17523156959776678,0.8247684304022332
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,25-34,122139.0,221801.0,343940.0,0.13340894492352473,0.35511717159969763,0.6448828284003024
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,35-44,259522.0,214410.0,473932.0,0.18383080794759526,0.5475933256247731,0.4524066743752268
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,45-54,325072.0,171010.0,496082.0,0.19242244640213987,0.6552787643978213,0.34472123560217866
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,55-59,190519.0,78616.0,269135.0,0.10439325577714957,0.707893807940253,0.29210619205974697
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,60-64,190358.0,75493.0,265851.0,0.10311944355662025,0.7160326649138051,0.28396733508619487
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,65-74,297879.0,104417.0,402296.0,0.15604432432096965,0.7404473323125261,0.2595526676874739
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,75-84,152318.0,50244.0,202562.0,0.0785706306378991,0.7519574253808711,0.24804257461912896
35620,"New York-Newark-Jersey City, NY-NJ-PA",2021,85+,58653.0,26232.0,84885.0,0.0329255634408135,0.6909701360664429,0.3090298639335572
36140,"Ocean City, NJ",2021,15-24,1475.0,1532.0,3007.0,0.06154318460908719,0.49052211506484866,0.5094778849351513
36140,"Ocean City, NJ",2021,25-34,3548.0,1633.0,5181.0,0.10603765861645517,0.6848098822621116,0.31519011773788846
36140,"Ocean City, NJ",2021,35-44,4802.0,1760.0,6562.0,0.13430208759721654,0.7317890886924718,0.26821091130752817
36140,"Ocean City, NJ",2021,45-54,5970.0,1132.0,7102.0,0.1453540728612362,0.8406082793579274,0.15939172064207266
36140,"Ocean City, NJ",2021,55-59,3100.0,779.0,3879.0,0.07939009414654113,0.7991750451147203,0.2008249548852797
36140,"Ocean City, NJ",2021,60-64,5178.0,1334.0,6512.0,0.13327875562832583,0.7951474201474201,0.20485257985257985
36140,"Ocean City, NJ",2021,65-74,8022.0,1127.0,9149.0,0.18724928366762178,0.8768171384850804,0.12318286151491967
36140,"Ocean City, NJ",2021,75-84,4579.0,986.0,5565.0,0.11389684813753581,0.8228212039532794,0.17717879604672057
36140,"Ocean City, NJ",2021,85+,1489.0,414.0,1903.0,0.03894801473598035,0.7824487651077247,0.21755123489227535
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,15-24,2190.0,7419.0,9609.0,0.0186766752447074,0.22791133312519513,0.7720886668748048
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,25-34,35811.0,34223.0,70034.0,0.1361226219260941,0.5113373504297912,0.4886626495702088
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,35-44,63911.0,27611.0,91522.0,0.17788809155438762,0.6983129739297655,0.30168702607023445
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,45-54,73727.0,18715.0,92442.0,0.1796762631877658,0.7975487332597737,0.20245126674022632
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,55-59,42138.0,11457.0,53595.0,0.10417071596837268,0.7862300587741394,0.21376994122586063
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,60-64,43165.0,10186.0,53351.0,0.1036964617525637,0.8090757436599126,0.19092425634008733
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,65-74,68721.0,17231.0,85952.0,0.16706187851317417,0.7995276433358154,0.20047235666418467
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,75-84,33821.0,7128.0,40949.0,0.07959113066869844,0.8259298151359008,0.17407018486409925
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021,85+,12658.0,4380.0,17038.0,0.033116161184236104,0.7429275736588802,0.2570724263411199
45940,"Trenton-Princeton, NJ",2021,15-24,656.0,2108.0,2764.0,0.01919844412030284,0.23733719247467439,0.7626628075253257
45940,"Trenton-Princeton, NJ",2021,25-34,6297.0,10431.0,16728.0,0.1161908730985622,0.37643472022955526,0.6235652797704447
