county_clean,county_fips_full,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
Middlesex,34023,2015,60-64,19481.0,5993.0,25474.0,0.09070160759110574,0.764740519745623,0.235259480254377
Middlesex,34023,2015,65-74,27169.0,6899.0,34068.0,0.12130102722045183,0.7974932487965246,0.20250675120347542
Middlesex,34023,2015,75-84,14042.0,4172.0,18214.0,0.0648519698776949,0.7709454265949269,0.22905457340507301
Middlesex,34023,2015,85+,7286.0,3324.0,10610.0,0.03777750084563209,0.6867106503298774,0.3132893496701225
Monmouth,34025,2015,15-24,321.0,2583.0,2904.0,0.012390928679623664,0.11053719008264463,0.8894628099173554
Monmouth,34025,2015,25-34,8630.0,13695.0,22325.0,0.09525739764896636,0.38656215005599104,0.613437849944009
Monmouth,34025,2015,35-44,25715.0,11051.0,36766.0,0.15687495999829326,0.6994233802970136,0.30057661970298644
Monmouth,34025,2015,45-54,43995.0,11881.0,55876.0,0.23841443901606468,0.7873684587300451,0.2126315412699549
Monmouth,34025,2015,55-59,25237.0,5301.0,30538.0,0.1303010261771169,0.8264129936472592,0.17358700635274085
Monmouth,34025,2015,60-64,19036.0,4037.0,23073.0,0.0984490004906876,0.8250335890434707,0.1749664109565293
Monmouth,34025,2015,65-74,29255.0,5332.0,34587.0,0.14757749663985664,0.8458380316303814,0.15416196836961865
Monmouth,34025,2015,75-84,14194.0,4168.0,18362.0,0.07834787617605017,0.7730094760919289,0.226990523908071
Monmouth,34025,2015,85+,5789.0,4145.0,9934.0,0.04238687517334073,0.5827461244211798,0.4172538755788202
Morris,34027,2015,15-24,677.0,1213.0,1890.0,0.010530421216848674,0.3582010582010582,0.6417989417989418
Morris,34027,2015,25-34,7247.0,10778.0,18025.0,0.10042901716068643,0.4020527045769764,0.5979472954230236
Morris,34027,2015,35-44,21903.0,9807.0,31710.0,0.1766770670826833,0.6907284768211921,0.30927152317880796
Morris,34027,2015,45-54,34900.0,9458.0,44358.0,0.24714731446400715,0.7867802876594977,0.21321971234050227
Morris,34027,2015,55-59,15508.0,3697.0,19205.0,0.10700356585691999,0.8074980473834938,0.19250195261650613
Morris,34027,2015,60-64,16422.0,2624.0,19046.0,0.1061176732783597,0.8622282894045994,0.1377717105954006
Morris,34027,2015,65-74,21337.0,4012.0,25349.0,0.1412357922888344,0.841729456783305,0.15827054321669493
Morris,34027,2015,75-84,10426.0,1944.0,12370.0,0.06892132828170269,0.8428455941794665,0.15715440582053355
Morris,34027,2015,85+,5018.0,2509.0,7527.0,0.041937820369957655,0.6666666666666666,0.3333333333333333
Ocean,34029,2015,15-24,295.0,1918.0,2213.0,0.009946201521818271,0.1333032083145052,0.8666967916854948
Ocean,34029,2015,25-34,12360.0,10740.0,23100.0,0.10382162456123004,0.535064935064935,0.4649350649350649
Ocean,34029,2015,35-44,18857.0,11066.0,29923.0,0.13448720656907734,0.6301841392908465,0.3698158607091535
Ocean,34029,2015,45-54,32353.0,9111.0,41464.0,0.18635756886609708,0.7802672197568975,0.21973278024310244
Ocean,34029,2015,55-59,19494.0,4182.0,23676.0,0.10641042351132825,0.823365433350228,0.17663456664977192
Ocean,34029,2015,60-64,18081.0,1711.0,19792.0,0.08895400836865217,0.913550929668553,0.08644907033144705
Ocean,34029,2015,65-74,38342.0,4625.0,42967.0,0.19311271612650957,0.8923592524495543,0.10764074755044568
Ocean,34029,2015,75-84,23277.0,2227.0,25504.0,0.11462626462379268,0.9126803638644918,0.08731963613550815
Ocean,34029,2015,85+,11819.0,2039.0,13858.0,0.062283985851494625,0.8528647712512628,0.1471352287487372
Passaic,34031,2015,15-24,232.0,2188.0,2420.0,0.01538373519633333,0.09586776859504133,0.9041322314049587
Passaic,34031,2015,25-34,4113.0,15454.0,19567.0,0.12438576305233648,0.21020084836714878,0.7897991516328512
Passaic,34031,2015,35-44,12063.0,17980.0,30043.0,0.1909808084724968,0.40152448157640713,0.5984755184235928
Passaic,34031,2015,45-54,18715.0,15451.0,34166.0,0.21719037054459694,0.5477667856933793,0.4522332143066206
Passaic,34031,2015,55-59,11671.0,5550.0,17221.0,0.1094724395934117,0.6777190639335695,0.32228093606643055
Passaic,34031,2015,60-64,10812.0,5541.0,16353.0,0.10395463705191693,0.6611630893414052,0.3388369106585948
Passaic,34031,2015,65-74,13405.0,7005.0,20410.0,0.12974464270957162,0.6567858892699657,0.34321411073003427
Passaic,34031,2015,75-84,7904.0,4278.0,12182.0,0.07743994304203829,0.6488261369233295,0.3511738630766705
Passaic,34031,2015,85+,3587.0,1360.0,4947.0,0.03144766033729793,0.7250859106529209,0.27491408934707906
Salem,34033,2015,15-24,95.0,107.0,202.0,0.00888029190662505,0.47029702970297027,0.5297029702970297
Salem,34033,2015,25-34,1259.0,1128.0,2387.0,0.10493691475799007,0.52744030163385,0.47255969836614997
Salem,34033,2015,35-44,2356.0,1056.0,3412.0,0.1499978019079439,0.690504103165299,0.3094958968347011
Salem,34033,2015,45-54,3650.0,1259.0,4909.0,0.21580867806743748,0.7435322876349562,0.2564677123650438
Salem,34033,2015,55-59,1892.0,281.0,2173.0,0.09552908075790215,0.8706856879889554,0.12931431201104465
Salem,34033,2015,60-64,2392.0,489.0,2881.0,0.1266540642722117,0.8302672683096147,0.16973273169038527
Salem,34033,2015,65-74,3244.0,723.0,3967.0,0.17439662373060183,0.8177464078648853,0.1822535921351147
Salem,34033,2015,75-84,1506.0,338.0,1844.0,0.081065635028795,0.8167028199566161,0.18329718004338394
Salem,34033,2015,85+,794.0,178.0,972.0,0.04273090957049281,0.8168724279835391,0.1831275720164609
Somerset,34035,2015,15-24,422.0,1002.0,1424.0,0.012150377992798512,0.29634831460674155,0.7036516853932584
Somerset,34035,2015,25-34,4913.0,5924.0,10837.0,0.09246744824997014,0.45335424933099566,0.5466457506690043
Somerset,34035,2015,35-44,14807.0,7397.0,22204.0,0.18945715797197904,0.6668618266978923,0.3331381733021077
Somerset,34035,2015,45-54,24036.0,5473.0,29509.0,0.2517875731667776,0.8145311599850893,0.1854688400149107
Somerset,34035,2015,55-59,12468.0,3148.0,15616.0,0.1332445946176556,0.7984118852459017,0.20158811475409835
Somerset,34035,2015,60-64,7829.0,2046.0,9875.0,0.08425911704977901,0.7928101265822785,0.20718987341772152
Somerset,34035,2015,65-74,13438.0,2459.0,15897.0,0.13564224645471765,0.8453167264263698,0.15468327357363024
Somerset,34035,2015,75-84,6376.0,1249.0,7625.0,0.06506083721565215,0.8361967213114754,0.1638032786885246
Somerset,34035,2015,85+,2960.0,1251.0,4211.0,0.035930647280670316,0.7029209213963429,0.29707907860365707
Sussex,34037,2015,15-24,263.0,461.0,724.0,0.01361158112427148,0.3632596685082873,0.6367403314917127
Sussex,34037,2015,25-34,3239.0,1949.0,5188.0,0.09753713103966911,0.624325366229761,0.375674633770239
Sussex,34037,2015,35-44,6730.0,1130.0,7860.0,0.14777213761985336,0.8562340966921119,0.14376590330788805
Sussex,34037,2015,45-54,10980.0,2066.0,13046.0,0.245271667606693,0.8416372834585314,0.15836271654146866
Sussex,34037,2015,55-59,6079.0,1149.0,7228.0,0.13589020492573792,0.8410348644161594,0.15896513558384062
Sussex,34037,2015,60-64,5646.0,514.0,6160.0,0.11581124271479601,0.9165584415584416,0.08344155844155844
Sussex,34037,2015,65-74,7113.0,1144.0,8257.0,0.15523594660650497,0.8614508901538089,0.13854910984619112
Sussex,34037,2015,75-84,2488.0,759.0,3247.0,0.061045309268659524,0.7662457653218355,0.23375423467816445
Sussex,34037,2015,85+,941.0,539.0,1480.0,0.027824779093814627,0.6358108108108108,0.3641891891891892
Union,34039,2015,15-24,424.0,2680.0,3104.0,0.01650756508096897,0.13659793814432988,0.8634020618556701
Union,34039,2015,25-34,7503.0,17751.0,25254.0,0.13430478368388865,0.2971014492753623,0.7028985507246377
Union,34039,2015,35-44,17630.0,20963.0,38593.0,0.2052437046294573,0.4568185940455523,0.5431814059544477
Union,34039,2015,45-54,27390.0,14849.0,42239.0,0.22463371180897174,0.6484528516300102,0.3515471483699898
Union,34039,2015,55-59,13599.0,6413.0,20012.0,0.10642699497433988,0.6795422746352189,0.3204577253647811
Union,34039,2015,60-64,11455.0,5726.0,17181.0,0.09137128726035047,0.6667248704964787,0.33327512950352134
Union,34039,2015,65-74,16286.0,7137.0,23423.0,0.12456723482330417,0.6952994919523545,0.3047005080476455
Union,34039,2015,75-84,9196.0,3768.0,12964.0,0.06894461137554178,0.7093489663684048,0.29065103363159517
Union,34039,2015,85+,3979.0,1286.0,5265.0,0.02800010636317707,0.7557454890788224,0.2442545109211776
Warren,34041,2015,15-24,92.0,573.0,665.0,0.015904144644010236,0.13834586466165413,0.8616541353383459
Warren,34041,2015,25-34,2257.0,2056.0,4313.0,0.10314973811972353,0.5233016461859494,0.47669835381405057
Warren,34041,2015,35-44,3730.0,2807.0,6537.0,0.1563389376509698,0.5705981337004742,0.42940186629952576
Warren,34041,2015,45-54,8295.0,1982.0,10277.0,0.2457848037691627,0.807142162109565,0.19285783789043495
Warren,34041,2015,55-59,3655.0,1383.0,5038.0,0.12048884318274221,0.7254863040889242,0.27451369591107583
Warren,34041,2015,60-64,2783.0,1039.0,3822.0,0.09140697869083778,0.728152799581371,0.271847200418629
Warren,34041,2015,65-74,4736.0,1717.0,6453.0,0.15432999306435796,0.733922206725554,0.266077793274446
Warren,34041,2015,75-84,2297.0,985.0,3282.0,0.07849233491976179,0.6998781230956733,0.3001218769043266
Warren,34041,2015,85+,1164.0,262.0,1426.0,0.03410422595843398,0.8162692847124825,0.18373071528751753
Atlantic,34001,2016,15-24,641.0,1517.0,2158.0,0.022298686671419862,0.29703429101019463,0.7029657089898054
Atlantic,34001,2016,25-34,4513.0,5934.0,10447.0,0.10794920280645194,0.4319900449889921,0.5680099550110079
Atlantic,34001,2016,35-44,7886.0,6866.0,14752.0,0.15243291277886276,0.5345715835140998,0.4654284164859002
Atlantic,34001,2016,45-54,14626.0,5421.0,20047.0,0.20714632608987674,0.7295854741357809,0.2704145258642191
Atlantic,34001,2016,55-59,9129.0,2709.0,11838.0,0.12232245264887319,0.771160669031931,0.22883933096806894
Atlantic,34001,2016,60-64,7601.0,1977.0,9578.0,0.09896979654256693,0.79358947588223,0.2064105241177699
Atlantic,34001,2016,65-74,13044.0,4092.0,17136.0,0.17706686506091324,0.761204481792717,0.23879551820728293
Atlantic,34001,2016,75-84,5826.0,2205.0,8031.0,0.08298459344679004,0.7254389241688457,0.2745610758311543
Atlantic,34001,2016,85+,2193.0,597.0,2790.0,0.028829163954245327,0.7860215053763441,0.21397849462365592
Bergen,34003,2016,15-24,972.0,5579.0,6551.0,0.01942608391380287,0.1483742940009159,0.8516257059990842
Bergen,34003,2016,25-34,13052.0,23783.0,36835.0,0.1092290949419827,0.35433690783222477,0.6456630921677752
Bergen,34003,2016,35-44,31668.0,27722.0,59390.0,0.17611282607857615,0.5332210809900657,0.46677891900993435
Bergen,34003,2016,45-54,50564.0,24986.0,75550.0,0.2240330697126861,0.6692786234281932,0.3307213765718067
Bergen,34003,2016,55-59,25822.0,9991.0,35813.0,0.10619849537551856,0.7210230921732332,0.2789769078267668
Bergen,34003,2016,60-64,25090.0,7752.0,32842.0,0.09738840602917323,0.7639607819255831,0.2360392180744169
Bergen,34003,2016,65-74,35836.0,11394.0,47230.0,0.1400540288885528,0.7587550285835274,0.24124497141647258
Bergen,34003,2016,75-84,19716.0,6927.0,26643.0,0.07900612940244998,0.7400067559959465,0.2599932440040536
Bergen,34003,2016,85+,12070.0,4303.0,16373.0,0.048551865657257574,0.7371892750259573,0.2628107249740426
Burlington,34005,2016,15-24,115.0,3632.0,3747.0,0.02259106968443646,0.03069121964238057,0.9693087803576195
Burlington,34005,2016,25-34,9383.0,10035.0,19418.0,0.1170732295522784,0.48321145329076115,0.5167885467092389
Burlington,34005,2016,35-44,19372.0,8426.0,27798.0,0.16759715908405784,0.6968846679617239,0.3031153320382761
Burlington,34005,2016,45-54,28136.0,6422.0,34558.0,0.20835393278749803,0.8141674865443602,0.18583251345563978
Burlington,34005,2016,55-59,16767.0,3229.0,19996.0,0.12055805428609326,0.8385177035407081,0.16148229645929185
Burlington,34005,2016,60-64,14704.0,2425.0,17129.0,0.10327260011334724,0.8584272286765136,0.14157277132348647
Burlington,34005,2016,65-74,20628.0,3170.0,23798.0,0.14348072494001038,0.8667955290360535,0.13320447096394655
Burlington,34005,2016,75-84,11937.0,1824.0,13761.0,0.08296656256405928,0.8674514933507739,0.13254850664922607
Burlington,34005,2016,85+,4669.0,988.0,5657.0,0.034106666988219125,0.8253491249779035,0.17465087502209653
Camden,34007,2016,15-24,1084.0,3710.0,4794.0,0.025841994048902497,0.2261159783062161,0.7738840216937839
Camden,34007,2016,25-34,11947.0,13235.0,25182.0,0.13574324032946655,0.4744261774283218,0.5255738225716782
Camden,34007,2016,35-44,19863.0,12175.0,32038.0,0.172700418301781,0.6199825207566015,0.38001747924339846
Camden,34007,2016,45-54,26956.0,12351.0,39307.0,0.21188386735089915,0.6857811585722645,0.31421884142773554
Camden,34007,2016,55-59,15965.0,5017.0,20982.0,0.11310319548061581,0.7608902869125918,0.23910971308740825
Camden,34007,2016,60-64,12790.0,3108.0,15898.0,0.08569796023976886,0.8045037111586363,0.1954962888413637
Camden,34007,2016,65-74,22109.0,5438.0,27547.0,0.14849174177411703,0.8025919337858932,0.1974080662141068
Camden,34007,2016,75-84,9789.0,3322.0,13111.0,0.07067467333649576,0.7466249713980627,0.2533750286019373
Camden,34007,2016,85+,4778.0,1875.0,6653.0,0.03586290913795334,0.7181722531188938,0.2818277468811063
Cape May,34009,2016,15-24,116.0,422.0,538.0,0.013832112096670523,0.21561338289962825,0.7843866171003717
Cape May,34009,2016,25-34,1763.0,1678.0,3441.0,0.0884689548785191,0.5123510607381575,0.4876489392618425
Cape May,34009,2016,35-44,2755.0,1554.0,4309.0,0.11078544800102841,0.6393594801578092,0.36064051984219075
Cape May,34009,2016,45-54,5406.0,2246.0,7652.0,0.1967347988173287,0.7064819654992159,0.2935180345007841
Cape May,34009,2016,55-59,3084.0,541.0,3625.0,0.09319964005656255,0.8507586206896551,0.14924137931034484
Cape May,34009,2016,60-64,4543.0,285.0,4828.0,0.12412906543257488,0.9409693454846727,0.059030654515327255
Cape May,34009,2016,65-74,7327.0,1090.0,8417.0,0.216403136649955,0.870500178210764,0.12949982178923608
Cape May,34009,2016,75-84,3331.0,527.0,3858.0,0.09919012726571538,0.8634007257646449,0.13659927423535512
Cape May,34009,2016,85+,1497.0,730.0,2227.0,0.05725671680164546,0.6722047597665021,0.327795240233498
Cumberland,34011,2016,15-24,19.0,1337.0,1356.0,0.026699745997991613,0.014011799410029498,0.9859882005899705
Cumberland,34011,2016,25-34,1915.0,5080.0,6995.0,0.13773209679642429,0.27376697641172265,0.7262330235882773
Cumberland,34011,2016,35-44,4590.0,3645.0,8235.0,0.1621477937267411,0.5573770491803278,0.4426229508196721
Cumberland,34011,2016,45-54,6780.0,3069.0,9849.0,0.19392757989249218,0.6883947608894304,0.3116052391105696
Cumberland,34011,2016,55-59,4245.0,1724.0,5969.0,0.11753007659440408,0.7111744010722064,0.2888255989277936
Cumberland,34011,2016,60-64,3320.0,1266.0,4586.0,0.090298698485833,0.7239424334932403,0.2760575665067597
Cumberland,34011,2016,65-74,5846.0,2836.0,8682.0,0.17094925866855692,0.6733471550334025,0.3266528449665976
Cumberland,34011,2016,75-84,3223.0,726.0,3949.0,0.0777561186917912,0.8161559888579387,0.18384401114206128
Cumberland,34011,2016,85+,941.0,225.0,1166.0,0.02295863114576565,0.807032590051458,0.19296740994854203
Essex,34013,2016,15-24,555.0,4832.0,5387.0,0.019188983165558858,0.10302580285873399,0.896974197141266
Essex,34013,2016,25-34,6392.0,29838.0,36230.0,0.129054549858585,0.17642837427546232,0.8235716257245377
Essex,34013,2016,35-44,20457.0,39461.0,59918.0,0.21343335684313264,0.34141660269034346,0.6585833973096565
Essex,34013,2016,45-54,28130.0,32935.0,61065.0,0.2175190749962598,0.46065667731106197,0.539343322688938
Essex,34013,2016,55-59,14099.0,16453.0,30552.0,0.10882899826882386,0.46147551715108664,0.5385244828489133
Essex,34013,2016,60-64,14154.0,12291.0,26445.0,0.09419949133343307,0.5352240499149178,0.46477595008508227
Essex,34013,2016,65-74,20978.0,14315.0,35293.0,0.12571687077446977,0.594395489190491,0.405604510809509
Essex,34013,2016,75-84,10224.0,7086.0,17310.0,0.06165979183141337,0.5906412478336222,0.4093587521663778
Essex,34013,2016,85+,4879.0,3655.0,8534.0,0.030398882928323608,0.5717131474103586,0.42828685258964144
Gloucester,34015,2016,15-24,338.0,1279.0,1617.0,0.015336317766227854,0.20902906617192332,0.7909709338280767
Gloucester,34015,2016,25-34,7010.0,4949.0,11959.0,0.11342425736939944,0.5861694121582072,0.4138305878417928
Gloucester,34015,2016,35-44,13237.0,3693.0,16930.0,0.16057134185667135,0.7818665091553455,0.21813349084465447
Gloucester,34015,2016,45-54,19824.0,3611.0,23435.0,0.22226753670473084,0.8459142308512908,0.1540857691487092
Gloucester,34015,2016,55-59,10321.0,2935.0,13256.0,0.12572555863272505,0.7785908267954134,0.2214091732045866
Gloucester,34015,2016,60-64,9595.0,1185.0,10780.0,0.10224211844151902,0.890074211502783,0.10992578849721707
Gloucester,34015,2016,65-74,13706.0,2691.0,16397.0,0.15551614249402482,0.8358846130389705,0.16411538696102945
Gloucester,34015,2016,75-84,6145.0,1095.0,7240.0,0.06866724837816306,0.8487569060773481,0.15124309392265192
Gloucester,34015,2016,85+,2790.0,1032.0,3822.0,0.036249478356538564,0.7299843014128728,0.27001569858712715
Hudson,34017,2016,15-24,238.0,6996.0,7234.0,0.02855665341602157,0.03290019353055018,0.9670998064694498
Hudson,34017,2016,25-34,8591.0,49020.0,57611.0,0.22742291401028733,0.1491208276197254,0.8508791723802746
Hudson,34017,2016,35-44,15284.0,43328.0,58612.0,0.23137442217581644,0.2607657135057667,0.7392342864942333
Hudson,34017,2016,45-54,19069.0,27718.0,46787.0,0.18469451802258793,0.4075704789792036,0.5924295210207964
Hudson,34017,2016,55-59,7458.0,12848.0,20306.0,0.08015916564359055,0.36728060671722645,0.6327193932827736
Hudson,34017,2016,60-64,7637.0,10927.0,18564.0,0.0732825150698126,0.41138763197586725,0.5886123680241327
Hudson,34017,2016,65-74,10856.0,14645.0,25501.0,0.10066674298617169,0.4257087957335006,0.5742912042664994
Hudson,34017,2016,75-84,5815.0,7409.0,13224.0,0.05220254143951745,0.4397307924984876,0.5602692075015124
Hudson,34017,2016,85+,2537.0,2945.0,5482.0,0.021640527236194394,0.4627873039036848,0.5372126960963152
Hunterdon,34019,2016,15-24,105.0,486.0,591.0,0.012522512978069712,0.17766497461928935,0.8223350253807107
Hunterdon,34019,2016,25-34,1937.0,1877.0,3814.0,0.0808136455132959,0.5078657577346618,0.49213424226533825
Hunterdon,34019,2016,35-44,5502.0,1142.0,6644.0,0.14077762474838437,0.8281155930162553,0.17188440698374474
Hunterdon,34019,2016,45-54,10322.0,1647.0,11969.0,0.2536073736624642,0.8623945191745342,0.13760548082546578
Hunterdon,34019,2016,55-59,6537.0,286.0,6823.0,0.14457039940671682,0.9580829547120036,0.04191704528799648
Hunterdon,34019,2016,60-64,4406.0,496.0,4902.0,0.10386693505667974,0.8988168094655242,0.10118319053447572
Hunterdon,34019,2016,65-74,6515.0,662.0,7177.0,0.1520711939824134,0.9077609028842134,0.09223909711578654
Hunterdon,34019,2016,75-84,3095.0,816.0,3911.0,0.08286894798177773,0.7913577090258246,0.20864229097417542
Hunterdon,34019,2016,85+,1160.0,204.0,1364.0,0.028901366670198114,0.8504398826979472,0.1495601173020528
Mercer,34021,2016,15-24,104.0,1561.0,1665.0,0.012974160770501512,0.06246246246246246,0.9375375375375375
Mercer,34021,2016,25-34,4113.0,11216.0,15329.0,0.11944799426487548,0.2683149585752495,0.7316850414247504
Mercer,34021,2016,35-44,13262.0,9278.0,22540.0,0.17563818844871115,0.5883762200532386,0.4116237799467613
Mercer,34021,2016,45-54,19408.0,9993.0,29401.0,0.22910108156967865,0.6601136015781777,0.3398863984218224
Mercer,34021,2016,55-59,9491.0,4002.0,13493.0,0.10514135211794408,0.7034017638775661,0.29659823612243386
Mercer,34021,2016,60-64,9915.0,3301.0,13216.0,0.10298288813390269,0.7502269975786925,0.2497730024213075
Mercer,34021,2016,65-74,14834.0,4955.0,19789.0,0.1542016020945672,0.7496083682854111,0.2503916317145889
Mercer,34021,2016,75-84,6335.0,1821.0,8156.0,0.06355390705357977,0.7767287886218734,0.22327121137812653
Mercer,34021,2016,85+,3372.0,1371.0,4743.0,0.03695882554623944,0.7109424414927261,0.2890575585072739
Middlesex,34023,2016,15-24,382.0,4176.0,4558.0,0.016068476103517932,0.08380868802106187,0.9161913119789381
Middlesex,34023,2016,25-34,9186.0,28368.0,37554.0,0.13239042378049856,0.24460776481866112,0.7553922351813389
Middlesex,34023,2016,35-44,30441.0,25312.0,55753.0,0.19654799214555402,0.5459975247968719,0.4540024752031281
Middlesex,34023,2016,45-54,42121.0,16747.0,58868.0,0.2075294101057248,0.7155160698511925,0.2844839301488075
Middlesex,34023,2016,55-59,22296.0,8752.0,31048.0,0.10945459545020288,0.7181138881731512,0.28188611182684875
Middlesex,34023,2016,60-64,23010.0,4950.0,27960.0,0.09856836153013633,0.822961373390558,0.17703862660944206
Middlesex,34023,2016,65-74,29041.0,8335.0,37376.0,0.1317629141827745,0.776995933219178,0.2230040667808219
Middlesex,34023,2016,75-84,15328.0,4930.0,20258.0,0.07141623275670607,0.7566393523546253,0.24336064764537466
Middlesex,34023,2016,85+,7452.0,2834.0,10286.0,0.036261593944884915,0.7244798755590123,0.2755201244409877
Monmouth,34025,2016,15-24,221.0,2802.0,3023.0,0.013099679766346434,0.07310618590803837,0.9268938140919616
Monmouth,34025,2016,25-34,9122.0,12932.0,22054.0,0.09556742890076224,0.4136211118164505,0.5863788881835494
Monmouth,34025,2016,35-44,25375.0,10261.0,35636.0,0.15442282108948777,0.7120608373554832,0.2879391626445168
Monmouth,34025,2016,45-54,40919.0,13179.0,54098.0,0.23442490109156774,0.7563865577285667,0.24361344227143333
Monmouth,34025,2016,55-59,23370.0,5770.0,29140.0,0.12627345960679295,0.801990391214825,0.198009608785175
Monmouth,34025,2016,60-64,19111.0,4186.0,23297.0,0.10095376762043429,0.8203202129029489,0.17967978709705112
Monmouth,34025,2016,65-74,27288.0,8484.0,35772.0,0.155012155012155,0.7628312646762831,0.23716873532371688
Monmouth,34025,2016,75-84,14273.0,4430.0,18703.0,0.08104641437974772,0.7631396032722023,0.23686039672779768
Monmouth,34025,2016,85+,6529.0,2517.0,9046.0,0.03919937253270587,0.7217554720318373,0.27824452796816274
Morris,34027,2016,15-24,272.0,2487.0,2759.0,0.015238126798446916,0.09858644436389996,0.9014135556361
Morris,34027,2016,25-34,7479.0,9735.0,17214.0,0.09507398140937484,0.4344719414430115,0.5655280585569885
Morris,34027,2016,35-44,21619.0,9413.0,31032.0,0.17139164581710933,0.6966679556586749,0.3033320443413251
Morris,34027,2016,45-54,36033.0,9254.0,45287.0,0.2501228881193423,0.7956587983306468,0.20434120166935324
Morris,34027,2016,55-59,17925.0,3204.0,21129.0,0.11669676735207861,0.8483600738321738,0.1516399261678262
Morris,34027,2016,60-64,14414.0,3478.0,17892.0,0.09881861713585074,0.8056114464565168,0.1943885535434831
Morris,34027,2016,65-74,21368.0,3977.0,25345.0,0.13998199481936827,0.843085421187611,0.15691457881238904
Morris,34027,2016,75-84,11075.0,1984.0,13059.0,0.07212566069623713,0.8480741251244353,0.15192587487556475
Morris,34027,2016,85+,5902.0,1440.0,7342.0,0.040550317852191826,0.803868155815854,0.196131844184146
Ocean,34029,2016,15-24,761.0,2149.0,2910.0,0.012973233232876224,0.26151202749140895,0.7384879725085911
Ocean,34029,2016,25-34,11973.0,10488.0,22461.0,0.1001346363036539,0.5330572993188193,0.4669427006811807
Ocean,34029,2016,35-44,19032.0,10341.0,29373.0,0.13094940884854753,0.6479419875395772,0.35205801246042284
Ocean,34029,2016,45-54,30410.0,7829.0,38239.0,0.17047541772919378,0.7952613823583252,0.20473861764167472
Ocean,34029,2016,55-59,18638.0,4259.0,22897.0,0.10207839221071027,0.8139930995326898,0.18600690046731014
Ocean,34029,2016,60-64,19920.0,2503.0,22423.0,0.09996522638514899,0.8883735450207376,0.11162645497926237
Ocean,34029,2016,65-74,39814.0,4847.0,44661.0,0.19910569395652405,0.8914713060612167,0.10852869393878328
Ocean,34029,2016,75-84,23578.0,3795.0,27373.0,0.12203309734828896,0.8613597340444964,0.1386402659555036
Ocean,34029,2016,85+,11719.0,2252.0,13971.0,0.06228489398505626,0.8388089614200844,0.16119103857991554
Passaic,34031,2016,15-24,124.0,3395.0,3519.0,0.021474601508531258,0.03523728331912475,0.9647627166808752
Passaic,34031,2016,25-34,5798.0,17997.0,23795.0,0.14520833841872727,0.24366463542761085,0.7563353645723891
Passaic,34031,2016,35-44,11225.0,18658.0,29883.0,0.1823601923499402,0.3756316300237593,0.6243683699762407
Passaic,34031,2016,45-54,20650.0,14863.0,35513.0,0.21671711377450142,0.5814772055303692,0.41852279446963087
Passaic,34031,2016,55-59,9051.0,5138.0,14189.0,0.08658798545170503,0.6378885051800691,0.36211149481993093
Passaic,34031,2016,60-64,10714.0,6012.0,16726.0,0.1020699587472844,0.6405596077962453,0.3594403922037546
Passaic,34031,2016,65-74,14703.0,8248.0,22951.0,0.14005785144140406,0.6406256807982224,0.3593743192017777
Passaic,34031,2016,75-84,7784.0,3638.0,11422.0,0.06970244343007787,0.6814918578182455,0.3185081421817545
Passaic,34031,2016,85+,3846.0,2024.0,5870.0,0.035821514877828496,0.6551959114139694,0.3448040885860307
Salem,34033,2016,15-24,235.0,420.0,655.0,0.027071709030791487,0.35877862595419846,0.6412213740458015
Salem,34033,2016,25-34,946.0,1216.0,2162.0,0.08935730522835296,0.4375578168362627,0.5624421831637373
Salem,34033,2016,35-44,2254.0,1223.0,3477.0,0.14370737755734656,0.6482599942479149,0.35174000575208514
Salem,34033,2016,45-54,2953.0,1926.0,4879.0,0.201653234139285,0.6052469768395163,0.3947530231604837
Salem,34033,2016,55-59,2465.0,479.0,2944.0,0.12167803265137425,0.837296195652174,0.16270380434782608
Salem,34033,2016,60-64,1810.0,640.0,2450.0,0.1012605910312048,0.7387755102040816,0.2612244897959184
Salem,34033,2016,65-74,3284.0,1129.0,4413.0,0.182393056416615,0.7441649671425334,0.25583503285746656
Salem,34033,2016,75-84,1670.0,520.0,2190.0,0.09051456912585244,0.7625570776255708,0.2374429223744292
Salem,34033,2016,85+,656.0,369.0,1025.0,0.042364124819177514,0.64,0.36
Somerset,34035,2016,15-24,176.0,921.0,1097.0,0.00944313887525932,0.16043755697356427,0.8395624430264357
Somerset,34035,2016,25-34,4812.0,5574.0,10386.0,0.0894042300441598,0.463316002310803,0.536683997689197
Somerset,34035,2016,35-44,14394.0,7542.0,21936.0,0.18882834491129302,0.6561816192560175,0.3438183807439825
Somerset,34035,2016,45-54,22916.0,5465.0,28381.0,0.2443078618220007,0.807441598252352,0.19255840174764807
Somerset,34035,2016,55-59,12581.0,2131.0,14712.0,0.1266430803398497,0.855152256661229,0.14484774333877107
Somerset,34035,2016,60-64,8761.0,1864.0,10625.0,0.09146157752928923,0.824564705882353,0.17543529411764705
Somerset,34035,2016,65-74,14380.0,2199.0,16579.0,0.14271449353958457,0.8673623258338863,0.13263767416611374
Somerset,34035,2016,75-84,6092.0,1722.0,7814.0,0.0672640721707168,0.7796263117481443,0.22037368825185563
Somerset,34035,2016,85+,2686.0,1953.0,4639.0,0.039933200767846844,0.5790040957102824,0.4209959042897176
